episode_id,window_id,outcome,side,source_tf,direction,regime_at_event,structure_trend_at_event,consumer,penetration_pips,atr_at_event,penetration_per_atr,age_seconds,age_valid,timestamp
Asia-High_2026.01.02__ep1,w1,INVALIDATED_NO_BREAK,Asia-High,PERIOD_M30,SELL,STRONG_TREND,UP,DETECTOR,89.1,9.39,0.09488817891373802,55800.0,True,2026-01-02 15:30:00
Daily-High_2025.12.31__ep5,w1,INVALIDATED_NO_BREAK,Daily-High,PERIOD_H4,SELL,RANGING,DOWN,DETECTOR,502.3,48.44714,0.1036800108324248,244800.0,True,2026-01-02 20:00:00
Weekly-Low_2025.12.21__ep2,w1,INVALIDATED_NO_BREAK,Weekly-Low,PERIOD_M15,BUY,VOLATILE,UP,DETECTOR,81.3,13.40214,0.06066195398645291,1100700.0,True,2026-01-02 17:45:00
Asia-High_2026.01.05__ep1,w1,INVALIDATED_NO_BREAK,Asia-High,PERIOD_D1,SELL,STRONG_TREND,UP,DETECTOR,516.8,88.02,0.058713928652578955,0.0,True,2026-01-05 00:00:00
Asia-High_2026.01.05__ep4,w1,INVALIDATED_NO_BREAK,Asia-High,PERIOD_H4,SELL,RANGING,UP,DETECTOR,93.9,50.76929,0.01849543296744942,57600.0,True,2026-01-05 16:00:00
Daily-High_2026.01.02__ep2,w1,INVALIDATED_NO_BREAK,Daily-High,PERIOD_H1,SELL,STRONG_TREND,UP,DETECTOR,5.4,20.92143,0.0025810855185329114,273600.0,True,2026-01-05 04:00:00
Daily-High_2026.01.02__ep8,w1,INVALIDATED_NO_BREAK,Daily-High,PERIOD_M15,SELL,STRONG_TREND,DOWN,DETECTOR,4.5,7.61143,0.005912161052522324,287100.0,True,2026-01-05 07:45:00
Equal-High_2026.01.05 16:45__ep1,w1,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M15,SELL,WEAK_TREND,DOWN,DETECTOR,33.1,10.19,0.03248282630029441,,False,2026-01-05 17:00:00
Equal-Low_2026.01.05 21:10__ep1,w1,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M5,BUY,RANGING,UP,DETECTOR,2.5,4.66786,0.005355773309396597,,False,2026-01-05 21:15:00
Equal-Low_2026.01.05 21:55__ep1,w1,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M5,BUY,RANGING,DOWN,DETECTOR,0.5,4.04286,0.0012367482425807473,,False,2026-01-05 22:00:00
Daily-High_2026.01.05__ep7,w1,INVALIDATED_NO_BREAK,Daily-High,PERIOD_H1,SELL,STRONG_TREND,UP,DETECTOR,32.2,15.10286,0.02132046513044549,115200.0,True,2026-01-06 08:00:00
Equal-Low_2026.01.06 15:40__ep1,w1,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M5,BUY,RANGING,UP,DETECTOR,23.1,4.295,0.05378346915017462,,False,2026-01-06 15:45:00
Equal-High_2026.01.06 19:55__ep1,w1,TRUE_BREAK_OBSERVED,Equal-High,PERIOD_M5,SELL,STRONG_TREND,UP,DETECTOR,14.8,3.71071,0.039884550396015864,,False,2026-01-06 20:00:00
Daily-High_2026.01.06__ep1,w1,INVALIDATED_NO_BREAK,Daily-High,PERIOD_H4,SELL,STRONG_TREND,DOWN,DETECTOR,317.0,33.30929,0.09516864514374218,100800.0,True,2026-01-07 04:00:00
Asia-Low_2026.01.07__ep1,w1,INVALIDATED_NO_BREAK,Asia-Low,PERIOD_D1,BUY,STRONG_TREND,UP,DETECTOR,619.0,90.33214,0.06852489047641294,0.0,True,2026-01-07 00:00:00
Asia-Low_2026.01.07__ep3,w1,INVALIDATED_NO_BREAK,Asia-Low,PERIOD_H1,BUY,WEAK_TREND,DOWN,DETECTOR,37.0,16.56643,0.02233432308590324,54000.0,True,2026-01-07 15:00:00
Asia-Low_2026.01.07__ep8,w1,INVALIDATED_NO_BREAK,Asia-Low,PERIOD_H1,BUY,STRONG_TREND,DOWN,DETECTOR,37.6,18.23143,0.020623725072580704,61200.0,True,2026-01-07 17:00:00
Equal-Low_2026.01.07 12:15__ep1,w1,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M15,BUY,WEAK_TREND,UP,DETECTOR,4.0,6.58786,0.00607177444572289,,False,2026-01-07 12:30:00
Daily-Low_2026.01.06__ep6,w1,INVALIDATED_NO_BREAK,Daily-Low,PERIOD_H4,BUY,WEAK_TREND,UP,DETECTOR,239.6,32.63143,0.07342614160642055,158400.0,True,2026-01-07 20:00:00
Equal-High_2026.01.07 19:55__ep1,w1,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M5,SELL,STRONG_TREND,UP,DETECTOR,3.3,3.76786,0.008758287197507339,,False,2026-01-07 20:00:00
Equal-High_2026.01.07 20:25__ep1,w1,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M5,SELL,STRONG_TREND,UP,DETECTOR,9.0,3.87714,0.02321298689240007,,False,2026-01-07 20:30:00
Asia-Low_2026.01.08__ep2,w1,INVALIDATED_NO_BREAK,Asia-Low,PERIOD_M30,BUY,STRONG_TREND,UP,DETECTOR,48.4,10.11571,0.047846369656702296,52200.0,True,2026-01-08 14:30:00
Asia-High_2026.01.08__ep1,w1,INVALIDATED_NO_BREAK,Asia-High,PERIOD_D1,SELL,STRONG_TREND,UP,DETECTOR,140.6,91.27,0.015404842774186479,0.0,True,2026-01-08 00:00:00
Daily-Low_2026.01.07__ep5,w1,INVALIDATED_NO_BREAK,Daily-Low,PERIOD_H1,BUY,STRONG_TREND,DOWN,DETECTOR,80.4,13.31429,0.06038624665678756,126000.0,True,2026-01-08 11:00:00
Daily-Low_2026.01.07__ep12,w1,INVALIDATED_NO_BREAK,Daily-Low,PERIOD_H1,BUY,STRONG_TREND,DOWN,DETECTOR,2.5,15.13786,0.0016514883873942553,144000.0,True,2026-01-08 16:00:00
Equal-High_2026.01.08 15:25__ep1,w1,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M5,SELL,WEAK_TREND,UP,DETECTOR,7.3,5.30929,0.013749484394335211,,False,2026-01-08 15:30:00
Equal-High_2026.01.08 15:30__ep1,w1,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M15,SELL,STRONG_TREND,DOWN,DETECTOR,21.3,8.60429,0.024755093098907638,,False,2026-01-08 15:45:00
Equal-Low_2026.01.08 17:00__ep1,w1,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_H1,BUY,STRONG_TREND,DOWN,DETECTOR,127.0,15.93571,0.07969522537746984,,False,2026-01-08 18:00:00
Daily-High_2026.01.08__ep3,w1,INVALIDATED_NO_BREAK,Daily-High,PERIOD_H1,SELL,WEAK_TREND,UP,DETECTOR,39.9,15.56643,0.0256320813442774,93600.0,True,2026-01-09 02:00:00
Daily-High_2026.01.08__ep4,w1,INVALIDATED_NO_BREAK,Daily-High,PERIOD_H4,SELL,RANGING,UP,DETECTOR,106.8,32.42857,0.03293392215567939,100800.0,True,2026-01-09 04:00:00
Asia-High_2026.01.09__ep3,w1,INVALIDATED_NO_BREAK,Asia-High,PERIOD_H4,SELL,RANGING,UP,DETECTOR,62.6,30.44643,0.020560702847591657,43200.0,True,2026-01-09 12:00:00
Equal-Low_2026.01.09 04:40__ep1,w1,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M5,BUY,STRONG_TREND,DOWN,DETECTOR,4.8,4.57429,0.010493431767552996,,False,2026-01-09 04:45:00
Equal-High_2026.01.09 05:00__ep2,w1,INVALIDATED_NO_BREAK,Equal-High,PERIOD_H1,SELL,RANGING,UP,DETECTOR,42.4,15.43929,0.02746240274002237,,False,2026-01-09 06:00:00
Equal-Low_2026.01.09 07:25__ep1,w1,TRUE_BREAK_OBSERVED,Equal-Low,PERIOD_M5,BUY,STRONG_TREND,UP,DETECTOR,39.9,2.99571,0.1331904623611765,,False,2026-01-09 07:30:00
Equal-Low_2026.01.09 15:30__ep1,w1,TRUE_BREAK_OBSERVED,Equal-Low,PERIOD_M15,BUY,CHOPPY,UP,DETECTOR,262.1,8.27643,0.3166824343346105,,False,2026-01-09 15:45:00
Equal-High_2026.01.09 22:55__ep1,w1,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M5,SELL,WEAK_TREND,UP,DETECTOR,24.8,3.22571,0.07688229878073355,,False,2026-01-09 23:00:00
Asia-Low_2026.01.12__ep1,w1,TRUE_BREAK_OBSERVED,Asia-Low,PERIOD_D1,BUY,STRONG_TREND,UP,DETECTOR,530.9,92.89786,0.057148786850418305,0.0,True,2026-01-12 00:00:00
Equal-High_2026.01.12 07:40__ep1,w1,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M5,SELL,STRONG_TREND,UP,DETECTOR,4.0,3.825,0.01045751633986928,,False,2026-01-12 07:45:00
Equal-High_2026.01.12 09:25__ep1,w1,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M5,SELL,WEAK_TREND,UP,DETECTOR,5.8,3.75286,0.015454879745047775,,False,2026-01-12 09:30:00
Asia-High_2026.01.12__ep2,w1,INVALIDATED_NO_BREAK,Asia-High,PERIOD_M30,SELL,WEAK_TREND,UP,DETECTOR,144.9,12.67786,0.11429373727111673,59400.0,True,2026-01-12 16:30:00
Asia-High_2026.01.12__ep3,w1,INVALIDATED_NO_BREAK,Asia-High,PERIOD_M15,SELL,WEAK_TREND,DOWN,DETECTOR,83.0,7.515,0.11044577511643382,81900.0,True,2026-01-12 22:45:00
Asia-High_2026.01.12__ep4,w1,TRUE_BREAK_OBSERVED,Asia-High,PERIOD_H1,SELL,STRONG_TREND,UP,DETECTOR,75.3,17.87571,0.04212420094082976,82800.0,True,2026-01-12 23:00:00
Asia-Low_2026.01.13__ep1,w1,TRUE_BREAK_OBSERVED,Asia-Low,PERIOD_D1,BUY,STRONG_TREND,UP,DETECTOR,611.9,98.15214,0.062341992747178,0.0,True,2026-01-13 00:00:00
Asia-High_2026.01.13__ep5,w1,INVALIDATED_NO_BREAK,Asia-High,PERIOD_H4,SELL,STRONG_TREND,UP,DETECTOR,218.7,35.00857,0.06247041795766008,14400.0,True,2026-01-13 04:00:00
Equal-High_2026.01.13 06:40__ep1,w1,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M5,SELL,STRONG_TREND,UP,DETECTOR,9.1,2.38286,0.038189402650596345,,False,2026-01-13 06:45:00
Daily-High_2026.01.12__ep1,w1,INVALIDATED_NO_BREAK,Daily-High,PERIOD_H1,SELL,WEAK_TREND,DOWN,DETECTOR,3.6,15.29286,0.002354039728343816,147600.0,True,2026-01-13 17:00:00
Daily-High_2026.01.12__ep2,w1,INVALIDATED_NO_BREAK,Daily-High,PERIOD_H4,SELL,STRONG_TREND,UP,DETECTOR,397.0,38.02143,0.10441479975897802,158400.0,True,2026-01-13 20:00:00
Equal-High_2026.01.14 01:40__ep1,w1,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M5,SELL,WEAK_TREND,UP,DETECTOR,8.8,2.85357,0.03083856362381158,,False,2026-01-14 01:45:00
Daily-High_2026.01.13__ep9,w1,INVALIDATED_NO_BREAK,Daily-High,PERIOD_H1,SELL,STRONG_TREND,UP,DETECTOR,41.0,14.16643,0.028941659966554737,129600.0,True,2026-01-14 12:00:00
Daily-High_2026.01.13__ep15,w1,INVALIDATED_NO_BREAK,Daily-High,PERIOD_M15,SELL,RANGING,UP,DETECTOR,3.0,7.69929,0.003896463180371177,144900.0,True,2026-01-14 16:15:00
Daily-High_2026.01.13__ep18,w1,INVALIDATED_NO_BREAK,Daily-High,PERIOD_H4,SELL,STRONG_TREND,UP,DETECTOR,202.5,32.75143,0.06182936134391689,158400.0,True,2026-01-14 20:00:00
Asia-High_2026.01.14__ep3,w1,INVALIDATED_NO_BREAK,Asia-High,PERIOD_M15,SELL,STRONG_TREND,UP,DETECTOR,27.4,8.96429,0.030565722438698432,76500.0,True,2026-01-14 21:15:00
Asia-High_2026.01.14__ep5,w1,INVALIDATED_NO_BREAK,Asia-High,PERIOD_H1,SELL,WEAK_TREND,UP,DETECTOR,5.8,16.66071,0.0034812441966758914,79200.0,True,2026-01-14 22:00:00
Equal-Low_2026.01.14 15:30__ep1,w1,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M15,BUY,RANGING,UP,DETECTOR,108.5,7.32357,0.14815178935956097,,False,2026-01-14 15:45:00
Asia-High_2026.01.15__ep6,w1,INVALIDATED_NO_BREAK,Asia-High,PERIOD_H4,SELL,WEAK_TREND,UP,DETECTOR,298.2,32.70214,0.09118669298094864,57600.0,True,2026-01-15 16:00:00
Asia-High_2026.01.15__ep11,w1,INVALIDATED_NO_BREAK,Asia-High,PERIOD_H1,SELL,RANGING,UP,DETECTOR,5.3,15.86857,0.0033399354825293017,75600.0,True,2026-01-15 21:00:00
Daily-Low_2026.01.14__ep2,w1,INVALIDATED_NO_BREAK,Daily-Low,PERIOD_H1,BUY,WEAK_TREND,UP,DETECTOR,117.5,19.26786,0.0609823820600731,100800.0,True,2026-01-15 04:00:00
Daily-Low_2026.01.14__ep14,w1,INVALIDATED_NO_BREAK,Daily-Low,PERIOD_H4,BUY,WEAK_TREND,UP,DETECTOR,282.5,33.99214,0.08310744778057516,158400.0,True,2026-01-15 20:00:00
Equal-Low_2026.01.15 09:30__ep1,w1,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M30,BUY,WEAK_TREND,UP,DETECTOR,22.7,15.24857,0.014886641829364982,,False,2026-01-15 10:00:00
Equal-Low_2026.01.15 10:00__ep1,w1,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M30,BUY,WEAK_TREND,UP,DETECTOR,27.1,14.39357,0.018827851603181144,,False,2026-01-15 10:30:00
Equal-High_2026.01.15 17:30__ep1,w1,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M15,SELL,WEAK_TREND,UP,DETECTOR,30.4,9.84143,0.03088981987373786,,False,2026-01-15 17:45:00
Asia-High_2026.01.16__ep1,w1,INVALIDATED_NO_BREAK,Asia-High,PERIOD_D1,SELL,STRONG_TREND,UP,DETECTOR,21.7,92.07286,0.002356829145961144,0.0,True,2026-01-16 00:00:00
Asia-High_2026.01.16__ep5,w1,TRUE_BREAK_OBSERVED,Asia-High,PERIOD_M15,SELL,WEAK_TREND,DOWN,DETECTOR,3.3,9.42571,0.0035010625194282444,62100.0,True,2026-01-16 17:15:00
Equal-Low_2026.01.16 03:00__ep1,w1,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M15,BUY,WEAK_TREND,DOWN,DETECTOR,30.7,5.71571,0.053711612380614136,,False,2026-01-16 03:15:00
Asia-Low_2026.01.16__ep1,w1,INVALIDATED_NO_BREAK,Asia-Low,PERIOD_D1,BUY,STRONG_TREND,UP,DETECTOR,347.9,92.07286,0.03778529308202221,0.0,True,2026-01-16 00:00:00
Asia-Low_2026.01.16__ep3,w1,INVALIDATED_NO_BREAK,Asia-Low,PERIOD_H1,BUY,RANGING,DOWN,DETECTOR,107.0,13.89643,0.07699819306109555,57600.0,True,2026-01-16 16:00:00
Daily-Low_2026.01.15__ep1,w1,INVALIDATED_NO_BREAK,Daily-Low,PERIOD_M15,BUY,RANGING,DOWN,DETECTOR,117.4,17.44143,0.0673109945686793,152100.0,True,2026-01-16 18:15:00
Daily-Low_2026.01.15__ep4,w1,INVALIDATED_NO_BREAK,Daily-Low,PERIOD_H1,BUY,RANGING,DOWN,DETECTOR,2.7,21.18,0.001274787535410765,158400.0,True,2026-01-16 20:00:00
Asia-Low_2026.01.19__ep2,w1,TRUE_BREAK_OBSERVED,Asia-Low,PERIOD_D1,BUY,STRONG_TREND,UP,DETECTOR,54.5,93.13214,0.005851900321414283,0.0,True,2026-01-19 00:00:00
Asia-High_2026.01.19__ep1,w1,INVALIDATED_NO_BREAK,Asia-High,PERIOD_H1,SELL,RANGING,DOWN,DETECTOR,34.1,27.11929,0.012574075501239157,7200.0,True,2026-01-19 02:00:00
Equal-High_2026.01.19 06:55__ep1,w1,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M5,SELL,WEAK_TREND,UP,DETECTOR,17.9,2.52214,0.07097147660320205,,False,2026-01-19 07:00:00
Daily-High_2026.01.19__ep1,w1,INVALIDATED_NO_BREAK,Daily-High,PERIOD_M15,SELL,STRONG_TREND,DOWN,DETECTOR,8.7,6.08,0.014309210526315789,110700.0,True,2026-01-20 06:45:00
Asia-High_2026.01.21__ep1,w1,INVALIDATED_NO_BREAK,Asia-High,PERIOD_H1,SELL,STRONG_TREND,UP,DETECTOR,18.5,16.86786,0.010967603477856705,7200.0,True,2026-01-21 02:00:00
Asia-Low_2026.01.21__ep1,w1,TRUE_BREAK_OBSERVED,Asia-Low,PERIOD_D1,BUY,STRONG_TREND,UP,DETECTOR,1039.4,84.05143,0.12366238147286729,0.0,True,2026-01-21 00:00:00
Equal-High_2026.01.22 07:25__ep1,w1,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M5,SELL,RANGING,UP,DETECTOR,5.1,3.49929,0.014574385089546737,,False,2026-01-22 07:30:00
Equal-Low_2026.01.22 11:55__ep1,w1,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M5,BUY,WEAK_TREND,UP,DETECTOR,16.1,4.83214,0.033318571067891246,,False,2026-01-22 12:00:00
Daily-High_2026.01.22__ep1,w1,INVALIDATED_NO_BREAK,Daily-High,PERIOD_M30,SELL,STRONG_TREND,DOWN,DETECTOR,4.2,15.69571,0.0026758904184646633,91800.0,True,2026-01-23 01:30:00
Daily-High_2026.01.22__ep8,w1,INVALIDATED_NO_BREAK,Daily-High,PERIOD_H1,SELL,WEAK_TREND,UP,DETECTOR,16.0,20.85286,0.0076728084301146224,144000.0,True,2026-01-23 16:00:00
Equal-Low_2026.01.26 13:25__ep1,w1,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M5,BUY,WEAK_TREND,UP,DETECTOR,14.5,4.44286,0.03263663496036337,,False,2026-01-26 13:30:00
Equal-Low_2026.01.26 14:45__ep1,w1,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M15,BUY,RANGING,UP,DETECTOR,5.3,8.94643,0.005924150750634611,,False,2026-01-26 15:00:00
Equal-Low_2026.01.26 15:00__ep1,w1,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M15,BUY,WEAK_TREND,UP,DETECTOR,17.0,9.32714,0.01822638021944562,,False,2026-01-26 15:15:00
Equal-High_2026.01.26 17:00__ep1,w1,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M15,SELL,WEAK_TREND,UP,DETECTOR,14.9,12.845,0.01159984429739198,,False,2026-01-26 17:15:00
Equal-High_2026.01.26 20:00__ep1,w1,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M15,SELL,RANGING,UP,DETECTOR,189.4,17.22571,0.1099519265098507,,False,2026-01-26 20:15:00
Equal-Low_2026.01.27 03:00__ep1,w1,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M30,BUY,RANGING,UP,DETECTOR,146.9,33.41,0.04396887159533075,,False,2026-01-27 03:30:00
Equal-High_2026.01.27 03:45__ep1,w1,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M15,SELL,RANGING,UP,DETECTOR,20.8,20.15571,0.010319656315753701,,False,2026-01-27 04:00:00
Equal-Low_2026.01.27 04:00__ep1,w1,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M30,BUY,RANGING,UP,DETECTOR,160.5,32.48,0.04941502463054188,,False,2026-01-27 04:30:00
Asia-High_2026.01.27__ep4,w1,INVALIDATED_NO_BREAK,Asia-High,PERIOD_H4,SELL,STRONG_TREND,UP,DETECTOR,193.9,51.96571,0.03731306663567187,72000.0,True,2026-01-27 20:00:00
Equal-High_2026.01.27 20:10__ep1,w1,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M5,SELL,RANGING,DOWN,DETECTOR,5.5,6.82857,0.008054394990459204,,False,2026-01-27 20:15:00
Asia-Low_2026.01.28__ep1,w1,TRUE_BREAK_OBSERVED,Asia-Low,PERIOD_D1,BUY,STRONG_TREND,UP,DETECTOR,1673.1,100.83071,0.16593158969127558,0.0,True,2026-01-28 00:00:00
Asia-High_2026.01.28__ep1,w1,INVALIDATED_NO_BREAK,Asia-High,PERIOD_H1,SELL,WEAK_TREND,UP,DETECTOR,8.0,27.70143,0.002887937554126267,7200.0,True,2026-01-28 02:00:00
Asia-High_2026.01.28__ep10,w1,INVALIDATED_NO_BREAK,Asia-High,PERIOD_M15,SELL,WEAK_TREND,DOWN,DETECTOR,48.6,21.03643,0.023102779321396268,71100.0,True,2026-01-28 19:45:00
Equal-High_2026.01.28 18:10__ep1,w1,TRUE_BREAK_OBSERVED,Equal-High,PERIOD_M5,SELL,STRONG_TREND,UP,DETECTOR,12.0,15.665,0.007660389403127993,,False,2026-01-28 18:15:00
Asia-High_2026.01.29__ep2,w1,INVALIDATED_NO_BREAK,Asia-High,PERIOD_H4,SELL,STRONG_TREND,UP,DETECTOR,61.0,77.85214,0.007835365861490768,14400.0,True,2026-01-29 04:00:00
Equal-High_2026.01.29 07:40__ep1,w1,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M5,SELL,WEAK_TREND,UP,DETECTOR,25.6,11.80643,0.021683099802395814,,False,2026-01-29 07:45:00
Equal-High_2026.01.29 16:10__ep1,w1,TRUE_BREAK_OBSERVED,Equal-High,PERIOD_M5,SELL,RANGING,UP,DETECTOR,18.6,13.77643,0.013501320734036324,,False,2026-01-29 16:15:00
Equal-High_2026.01.29 16:40__ep1,w1,TRUE_BREAK_OBSERVED,Equal-High,PERIOD_M5,SELL,RANGING,UP,DETECTOR,132.5,17.92429,0.07392203540558649,,False,2026-01-29 16:45:00
Daily-Low_2026.01.28__ep1,w1,INVALIDATED_NO_BREAK,Daily-Low,PERIOD_M30,BUY,WEAK_TREND,DOWN,DETECTOR,310.8,57.30714,0.05423407973247313,149400.0,True,2026-01-29 17:30:00
Daily-Low_2026.01.28__ep3,w1,INVALIDATED_NO_BREAK,Daily-Low,PERIOD_H4,BUY,VOLATILE,UP,DETECTOR,1777.5,110.34071,0.16109194874674998,158400.0,True,2026-01-29 20:00:00
Weekly-Low_2026.01.25__ep3,w1,INVALIDATED_NO_BREAK,Weekly-Low,PERIOD_H1,BUY,STRONG_TREND,DOWN,DETECTOR,525.8,126.77357,0.041475522066626344,705600.0,True,2026-02-02 04:00:00
Weekly-Low_2026.01.25__ep8,w1,INVALIDATED_NO_BREAK,Weekly-Low,PERIOD_H1,BUY,STRONG_TREND,DOWN,DETECTOR,347.6,130.38929,0.026658631241875775,734400.0,True,2026-02-02 12:00:00
Asia-High_2026.02.03__ep1,w1,INVALIDATED_NO_BREAK,Asia-High,PERIOD_D1,SELL,VOLATILE,UP,DETECTOR,1946.2,221.305,0.08794198052461534,0.0,True,2026-02-03 00:00:00
Asia-High_2026.02.03__ep2,w1,INVALIDATED_NO_BREAK,Asia-High,PERIOD_H1,SELL,STRONG_TREND,UP,DETECTOR,210.7,64.66143,0.032585112949095,39600.0,True,2026-02-03 11:00:00
Asia-High_2026.02.03__ep6,w1,INVALIDATED_NO_BREAK,Asia-High,PERIOD_H1,SELL,STRONG_TREND,UP,DETECTOR,198.3,58.625,0.033825159914712154,54000.0,True,2026-02-03 15:00:00
Asia-High_2026.02.03__ep17,w1,INVALIDATED_NO_BREAK,Asia-High,PERIOD_H1,SELL,STRONG_TREND,UP,DETECTOR,63.9,52.39,0.012196984157281925,79200.0,True,2026-02-03 22:00:00
Equal-High_2026.02.03 07:40__ep1,w1,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M5,SELL,WEAK_TREND,UP,DETECTOR,44.1,12.85214,0.034313351706408424,,False,2026-02-03 07:45:00
Daily-High_2026.02.02__ep1,w1,INVALIDATED_NO_BREAK,Daily-High,PERIOD_H1,SELL,STRONG_TREND,UP,DETECTOR,35.3,68.77714,0.005132519322553976,118800.0,True,2026-02-03 09:00:00
Equal-High_2026.02.03 19:00__ep1,w1,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M15,SELL,STRONG_TREND,UP,DETECTOR,71.6,28.79857,0.024862345595632003,,False,2026-02-03 19:15:00
Equal-Low_2026.02.03 22:10__ep1,w1,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M5,BUY,WEAK_TREND,DOWN,DETECTOR,131.0,16.15571,0.08108588232891034,,False,2026-02-03 22:15:00
Equal-High_2026.02.03 22:30__ep1,w1,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M30,SELL,RANGING,UP,DETECTOR,66.1,40.96429,0.01613600528655568,,False,2026-02-03 23:00:00
Equal-High_2026.02.03 23:00__ep1,w1,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M30,SELL,RANGING,UP,DETECTOR,0.1,39.94714,2.503308121682804e-05,,False,2026-02-03 23:30:00
Equal-High_2026.02.04 01:30__ep1,w1,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M15,SELL,RANGING,UP,DETECTOR,0.3,25.93214,0.00011568655729916621,,False,2026-02-04 01:45:00
Equal-Low_2026.02.04 14:10__ep1,w1,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M5,BUY,WEAK_TREND,DOWN,DETECTOR,33.1,10.01143,0.03306220989409105,,False,2026-02-04 14:15:00
Equal-Low_2026.02.04 15:25__ep1,w1,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M5,BUY,WEAK_TREND,DOWN,DETECTOR,70.1,10.89714,0.06432880553980218,,False,2026-02-04 15:30:00
Daily-Low_2026.02.04__ep6,w1,INVALIDATED_NO_BREAK,Daily-Low,PERIOD_H1,BUY,WEAK_TREND,DOWN,DETECTOR,410.1,67.48071,0.06077292310646998,115200.0,True,2026-02-05 08:00:00
Daily-Low_2026.02.04__ep19,w1,INVALIDATED_NO_BREAK,Daily-Low,PERIOD_H1,BUY,WEAK_TREND,DOWN,DETECTOR,29.8,54.78071,0.005439871078706355,162000.0,True,2026-02-05 21:00:00
Equal-Low_2026.02.05 15:00__ep1,w1,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M30,BUY,STRONG_TREND,UP,DETECTOR,50.2,38.435,0.01306101209834786,,False,2026-02-05 15:30:00
Equal-High_2026.02.05 18:45__ep1,w1,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M15,SELL,WEAK_TREND,DOWN,DETECTOR,55.0,35.79071,0.015367116215353093,,False,2026-02-05 19:00:00
Equal-High_2026.02.05 19:25__ep1,w1,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M5,SELL,STRONG_TREND,DOWN,DETECTOR,25.0,16.815,0.014867677668748141,,False,2026-02-05 19:30:00
Asia-High_2026.02.06__ep1,w1,INVALIDATED_NO_BREAK,Asia-High,PERIOD_D1,SELL,VOLATILE,DOWN,DETECTOR,2406.4,267.06357,0.09010588752333386,0.0,True,2026-02-06 00:00:00
Daily-Low_2026.02.05__ep1,w1,INVALIDATED_NO_BREAK,Daily-Low,PERIOD_M15,BUY,STRONG_TREND,DOWN,DETECTOR,86.6,24.86,0.03483507642799678,90900.0,True,2026-02-06 01:15:00
Equal-Low_2026.02.06 23:10__ep1,w1,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M5,BUY,RANGING,DOWN,DETECTOR,13.1,7.04571,0.018592874245462843,,False,2026-02-06 23:15:00
Asia-High_2026.02.09__ep1,w1,INVALIDATED_NO_BREAK,Asia-High,PERIOD_H1,SELL,STRONG_TREND,UP,DETECTOR,89.9,34.17143,0.026308527328238823,7200.0,True,2026-02-09 02:00:00
Asia-Low_2026.02.09__ep1,w1,INVALIDATED_NO_BREAK,Asia-Low,PERIOD_D1,BUY,VOLATILE,UP,DETECTOR,2741.9,282.955,0.09690233429343889,0.0,True,2026-02-09 00:00:00
